Count,PMI,Phrases,TYPE 
27,13.7552472,those  around  them,
27,7.693958225,a  safe  and,
27,9.784684134,that  will  help,
27,10.26836815,to  explore  new,
27,10.605576,make  sure  to,
27,5.366089857,to  ensure  the,
27,12.76012907,positive  effect  on,
27,5.561213551,and  the  ability,
27,7.522252046,a  feeling  of,
27,7.033305111,students  to  learn,
27,8.468062682,to  those  who,
27,12.62985632,the  difference  between,
27,10.92303702,and  physical  health,
27,5.584469078,and  create  a,
27,8.179506367,the  first  time,
27,12.57250854,have  been  able,
27,12.53564087,years  instead  of,
27,8.915237011,in  their  studies,
27,13.16628683,revolutionized  the  way,
27,8.294264998,a  high  school,
27,9.614641621,not  only  can,
27,8.550034606,their  interests  and,
27,15.58124334,decision  making  process,
27,6.906218803,order  to  be,
27,14.40811949,taking  online  classes,
27,15.65772195,curfew  for  teenagers,
27,11.00805658,school  day  by,
27,7.269387505,to  understand  that,
27,11.198645,be  an  effective,
27,7.914661269,be  successful  in,
27,9.549217078,as  an  example,
27,9.517354865,to  interact  with,
27,6.01984427,that  they  can,
27,13.53052107,reach  our  goals,
27,7.773722573,to  be  yourself,
27,15.39293463,for  educational  purposes,
27,4.951052358,access  to  the,
27,8.580867784,many  of  us,
27,10.85381123,argue  that  it,
27,10.31313651,the  most  successful,
27,8.74154294,allows  you  to,
27,4.911200573,of  the  day,
27,11.47298275,make  a  difference,
27,17.11558603,good  first  impression,
27,10.06281592,not  be  able,
27,8.988158107,this  could  be,
27,10.82359027,this  is  why,
27,8.51555698,overall  it  is,
26,4.255939889,to  be  an,
26,7.898449607,their  studies  and,
26,8.617977933,to  reach  our,
26,8.254865413,to  pursue  their,
26,9.934065824,to  come  up,
26,9.856854414,one  hand  it,
26,11.19783714,energy  and  resources,
26,10.67356558,most  out  of,
26,10.02041856,the  most  out,
26,11.21716545,a  good  first,
26,10.13765588,to  do  so,
26,7.624877858,in  one  s,
26,11.16428414,may  struggle  to,
26,11.08553312,an  after  school,
26,8.301414274,their  peers  and,
26,9.600277348,who  we  are,
26,10.42809901,opportunity  to  gain,
26,8.166804409,in  this  way,
26,9.977891956,of  going  from,
26,9.9877175,make  their  own,
26,10.88970394,taking  part  in,
26,4.212495605,is  not  the,
26,8.198602187,it  is  only,
26,9.791379075,time  and  money,
26,9.672775349,example  of  how,
26,4.858483677,of  the  student,
26,9.725495534,students  who  may,
26,8.293869822,of  the  greatest,
26,11.67490932,personal  and  professional,
26,10.73106983,at  the  end,
26,10.71593099,own  set  of,
26,11.67729024,academic  performance  and,
26,9.468630972,knowledge  and  experience,
26,8.615258549,able  to  make,
26,10.98069347,order  to  reach,
26,8.768846586,also  helps  to,
26,10.587701,made  up  of,
26,5.679482532,of  a  person,
26,6.291166028,to  a  variety,
26,5.592006809,and  can  lead,
26,12.75652165,first  impression  is,
26,6.734885229,for  individuals  to,
26,6.960743521,the  opinions  of,
26,6.136937131,also  have  a,
26,14.6972832,four  day  work,
26,14.09895069,attending  classes  from,
26,18.04755717,failure  without  loss,
26,6.808712967,be  the  best,
26,11.92525258,extracurricular  activities  can,
26,12.58755474,first  impression  can,
26,12.51248409,an  important  role,
26,13.89683504,constantly  trying  to,
26,6.758220155,would  be  a,
26,14.83947627,today  s  world,
26,5.99693749,to  work  on,
26,18.5946182,three  years  instead,
26,13.03951147,positive  outlook  on,
26,12.3886446,high  school  experience,
26,11.98982833,also  known  as,
26,6.613358281,their  goals  and,
26,6.251918124,in  the  early,
26,6.259053842,to  a  lack,
25,6.025959265,school  can  be,
25,9.638715991,all  over  the,
25,12.41430035,to  keep  going,
25,3.30334085,and  make  the,
25,13.10402779,the  (  ),
25,6.823970726,that  may  be,
25,15.32807249,beyond  what  you,
25,6.864396126,role  in  the,
25,12.53521139,achieve  their  goals,
25,10.58695433,important  role  in,
25,3.643786158,in  school  and,
25,8.338501016,positive  attitude  and,
25,11.62210336,in  touch  with,
25,13.67591467,without  loss  of,
25,8.387025662,for  both  students,
25,7.895992967,there  is  an,
25,16.06639639,longer  school  days,
25,8.733390979,when  we  are,
25,11.43830257,to  several  factors,
25,12.3423856,reduce  the  amount,
25,10.4859658,do  not  have,
25,14.33884634,graduating  from  high,
25,4.800169261,the  example  of,
25,6.469619808,on  how  to,
25,7.77615238,the  story  of,
25,8.881062564,and  younger  students,
25,5.172873486,it  can  have,
25,13.3615536,should  be  taken,
25,10.42112695,that  is  constantly,
25,6.356837519,to  make  our,
25,7.788007938,is  a  key,
25,11.40451008,technology  has  also,
25,11.7647923,a  first  impression,
25,7.536528286,can  be  both,
25,9.298414914,the  learning  process,
25,5.864922387,potential  to  be,
25,14.69151901,must  be  taken,
25,10.16456692,can  often  lead,
25,11.81907545,sense  of  community,
25,7.621429785,the  rest  of,
25,8.492306211,may  need  to,
25,19.23948698,taken  into  consideration,
25,7.160656979,at  the  time,
25,5.535676043,it  is  an,
25,12.73371362,instead  of  four,
25,5.674557388,and  a  sense,
25,11.24971064,lead  to  feelings,
25,11.75622219,the  best  option,
25,10.05463419,to  better  understand,
25,10.02348995,to  work  together,
25,9.205914902,for  their  future,
25,11.775951,does  not  have,
25,8.100576218,for  a  variety,
25,10.90178734,lead  to  improved,
25,9.06349411,while  it  may,
25,10.65085993,we  are  able,
25,7.805055489,that  students  who,
25,10.16235917,provide  them  with,
25,4.644129681,of  such  a,
25,10.61635434,new  ideas  and,
25,9.047591123,whether  it  is,
25,9.044276067,day  to  day,
25,5.900081304,in  life  is,
25,9.340344763,while  there  is,
24,9.892402096,allow  us  to,
24,8.465742406,have  more  time,
24,13.70232586,provides  an  opportunity,
24,14.09155182,here  are  some,
24,11.06660546,are  some  potential,
24,14.23819449,taking  classes  online,
24,12.02037547,remain  true  to,
24,4.309746248,in  life  and,
24,11.44993324,good  attitude  can,
24,7.910284448,with  a  sense,
24,8.444785218,our  ability  to,
24,3.919779385,and  make  a,
24,8.501821131,to  take  into,
24,11.34421315,true  to  yourself,
24,5.298133057,the  world  in,
24,14.165724,to  move  forward,
24,10.24062245,provide  us  with,
24,15.16887857,small  acts  of,
24,8.705800171,time  to  explore,
24,10.13081355,an  impact  on,
24,12.13088149,the  long  term,
24,11.18175747,important  to  weigh,
24,10.25665655,a  long  way,
24,12.07853548,less  likely  to,
24,4.409005533,of  the  potential,
24,8.406472949,create  a  more,
24,8.48649495,it  allows  for,
24,15.19479326,the  greatest  accomplishment,
24,6.313269577,and  cons  to,
24,12.0296365,allowed  me  to,
24,5.546566497,to  find  a,
24,8.478668566,can  ensure  that,
24,6.936278183,is  necessary  to,
24,10.58254886,to  look  at,
24,11.71422301,mental  health  and,
24,5.815343072,to  reduce  the,
24,10.74260053,effective  way  to,
24,3.8222122,the  success  of,
24,8.215198421,it  has  also,
24,10.93106444,making  it  difficult,
24,7.978621692,   making  it,
24,13.10855005,there  are  numerous,
24,16.66971889,guidance  from  experts,
24,11.81660224,from  each  other,
24,12.00265203,for  these  reasons,
24,7.190830042,on  a  student,
24,8.22764089,to  a  decrease,
24,13.09505167,your  own  decisions,
24,17.21159794,something  beyond  what,
24,17.58953615,traditional  four  year,
24,10.59822114,option  for  students,
24,9.003617333,can  give  students,
24,12.99224714,doing  so  can,
24,7.543454577,due  to  their,
24,12.58368693,learning  from  home,
24,5.072066809,for  us  to,
24,9.054763794,we  can  use,
24,12.74845945,an  extended  school,
24,9.23572578,the  possibility  of,
24,10.49652601,are  unable  to,
24,8.85001418,s  ability  to,
24,15.40274064,is  constantly  trying,
24,11.98640759,many  aspects  of,
24,12.40277528,enables  us  to,
24,7.275021318,a  form  of,
24,4.064124428,and  how  to,
24,6.93199488,help  them  to,
24,12.73007622,to  face  interaction,
24,9.517838058,the  foundation  for,
24,8.247250041,students  more  time,
24,9.154561834,away  from  the,
24,8.857403217,opportunities  for  students,
24,10.47886936,essential  for  success,
24,9.229329652,and  their  families,
24,10.75125222,may  have  been,
24,9.064192422,on  our  own,
24,10.47738764,one  s  life,
23,12.62078358,making  it  easier,
23,10.73737803,have  both  positive,
23,8.487692017,of  technology  has,
23,12.19640869,in  everyday  life,
23,14.27857021,high  school  program,
23,8.068143821,learning  how  to,
23,4.944939752,to  get  the,
23,7.111305635,for  a  successful,
23,8.026995145,students  may  have,
23,7.058522052,those  with  a,
23,10.71697931,   resulting  in,
23,8.055607069,for  example   ,
23,11.05848509,comes  to  achieving,
23,12.88129515,a  lasting  impact,
23,10.2559718,the  right  attitude,
23,10.30247774,not  have  been,
23,6.870594335,to  help  them,
23,8.30325695,can  contribute  to,
23,11.0630631,for  achieving  success,
23,13.38118541,various  factors   ,
23,8.271939062,they  may  be,
23,5.344400834,with  the  help,
23,7.946143325,the  individual  s,
23,5.041703933,knowledge  of  the,
23,13.19898997,take  ownership  of,
23,8.135851087,mindful  of  the,
23,10.94831102,even  if  it,
23,13.8130501,be  incredibly  beneficial,
23,5.355207251,example  of  a,
23,13.81305964,their  academic  performance,
23,7.230300519,of  our  own,
23,10.2199511,from  experts  and,
23,11.1322361,there  have  been,
23,3.147408026,   and  it,
23,4.087284462,students  and  their,
23,5.124549462,use  in  the,
23,9.973757773,is  known  as,
23,8.916181174,technology  can  also,
23,11.66321366,insight  into  the,
23,7.811152909,decisions  can  be,
23,6.127269775,back  to  the,
23,9.881624846,tend  to  have,
23,9.026415293,are  essential  for,
23,11.46385874,enabled  us  to,
23,5.576024833,it  is  more,
23,7.416117393,well  as  a,
23,9.880385566,outside  of  school,
23,6.186889969,can  have  an,
23,2.333735832,in  the   ,
23,14.93948126,stay  connected  with,
23,9.40458181,faced  with  a,
23,16.95475408,technology  has  revolutionized,
23,16.17307079,consists  of  going,
23,6.301629559,of  the  situation,
23,16.48222398,don  t  have,
23,6.077646422,to  build  a,
23,11.56415456,understand  the  importance,
23,4.4675936,the  knowledge  and,
23,8.68173165,the  younger  students,
23,6.30494976,for  the  first,
23,6.117296875,that  you  can,
23,6.372585669,failure  is  a,
23,11.51969978,the  traditional  four,
23,9.891539001,over  the  world,
23,11.84521611,the  school  board,
23,3.839848336,of  success  and,
23,11.7573743,make  it  easier,
23,15.45703846,has  become  increasingly,
23,9.212580545,would  not  be,
23,7.476661353,classes  can  be,
23,9.999821551,may  be  difficult,
23,19.38231474,did  n  t,
23,12.16461293,   your  body,
23,9.948946527,if  they  are,
23,8.887704987,potential  benefits  and,
23,8.585863215,benefits  for  students,
23,9.097989109,important  to  keep,
23,4.513029184,for  students  in,
23,11.28589391,distance  learning  is,
23,9.265579996,a  successful  life,
23,8.786162997,our  lives  in,
22,7.232763654,an  individual  to,
22,13.1949403,should  be  considered,
22,8.286444289,group  can  be,
22,8.278048939,them  the  opportunity,
22,13.34518568,an  important  factor,
22,6.226838553,a  person  can,
22,9.520570386,path  to  success,
22,10.50492016,learn  from  our,
22,7.509398204,and  focus  on,
22,6.187399086,such  as  a,
22,9.59542669,are  designed  to,
22,6.951247536,that  we  are,
22,3.84211316,in  a  more,
22,9.508404352,to  suggest  that,
22,6.217563135,is  important  that,
22,10.05017852,provide  a  sense,
22,9.486643982,impact  on  their,
22,7.970278375,in  their  lives,
22,12.65646662,use  their  phones,
22,5.750364108,to  their  own,
22,10.76847815,serves  as  a,
22,11.74738266,and  negative  effects,
22,19.35462269,taken  into  account,
22,5.65712099,of  working  in,
22,11.72083389,own  pace  and,
22,9.263924482,make  the  right,
22,10.72924992,to  personal  growth,
22,10.71969628,is  an  invaluable,
22,12.87928486,other  hand  some,
22,7.55439947,in  our  own,
22,9.055345172,age  can  be,
22,8.125794603,attitude  can  have,
22,7.21729057,can  offer  a,
22,3.819546119,lead  to  the,
22,9.361781037,available  to  them,
22,5.980563103,that  students  are,
22,17.12039014,strengths  and  weaknesses,
22,7.675792073,the  implications  of,
22,9.397684982,potential  benefits  of,
22,8.800986956,in  the  pursuit,
22,9.456668173,our  lives  it,
22,8.176127596,the  other  person,
22,6.997056586,students  with  more,
22,6.099940375,to  make  more,
22,11.92079533,time  spent  in,
22,15.49959635,a  head  start,
22,13.40111758,build  relationships  with,
22,6.395805466,a  person  is,
22,7.898587785,be  used  in,
22,10.21786049,take  for  example,
22,5.275406869,more  and  more,
22,13.86295368,the  job  market,
22,10.20018707,however     there,
22,6.789138958,that  are  not,
22,10.18531953,attitude  can  lead,
22,7.88314225,have  the  same,
22,8.626418732,in  my  own,
22,14.75008884,a  great  deal,
22,12.1290159,each  other  s,
22,6.758984271,on  the  individual,
22,14.70469624,face  of  adversity,
22,9.918769008,have  a  lasting,
22,10.12493246,i  have  been,
22,7.876793812,to  fit  in,
22,7.323314819,out  of  their,
22,8.480092814,part  of  our,
22,3.11166621,to  success  and,
22,9.945818606,to  explore  different,
22,10.09193368,potential  drawbacks  to,
22,9.970232724,also  be  beneficial,
22,11.21331705,will  be  able,
22,6.636717901,is  due  to,
22,6.691069263,in  addition  the,
22,14.29001207,negative  effect  on,
22,7.852309743,used  as  a,
22,6.679350719,and  determination  to,
22,6.388654931,and  learning  from,
22,7.144805036,yourself  in  a,
22,15.30031541,risks  associated  with,
22,6.90798004,a  more  positive,
22,11.98419396,has  revolutionized  the,
22,3.953423789,the  student  to,
22,12.39210071,relationships  with  others,
22,6.851990105,to  rest  and,
22,7.458440887,is  more  important,
22,8.765059412,the  rise  of,
22,11.77105348,grow  and  develop,
21,13.50178913,on  various  factors,
21,10.43419342,in  conclusion  having,
21,8.704721204,all  of  which,
21,10.72582439,this  will  help,
21,4.406933294,this  is  a,
21,10.44042667,give  students  more,
21,10.69965495,quality  of  life,
21,6.224628071,the  role  of,
21,4.678589195,to  find  the,
21,6.898243064,in  a  traditional,
21,9.094968381,tend  to  be,
21,9.230212709,with  other  people,
21,7.0864768,students  to  access,
21,8.563653548,associated  with  the,
21,9.984451781,is  based  on,
21,13.40161476,of  all  ages,
21,9.211981795,to  manage  their,
21,6.637008141,out  on  the,
21,8.826269313,the  length  of,
21,6.264474486,to  one  s,
21,8.288017782,one  example  of,
21,4.126923353,for  the  school,
21,5.872134749,time  it  is,
21,10.44951813,high  school  i,
21,14.66078943,great  deal  of,
21,13.59182759,to  worry  about,
21,15.05208116,comfort  zone  and,
21,9.736747944,would  not  have,
21,15.00380852,stay  on  top,
21,10.52627725,serve  as  a,
21,9.73373356,it  has  been,
21,8.345643472,the  beauty  of,
21,15.32361386,make  informed  decisions,
21,14.97064166,stay  on  track,
21,9.43103767,relationships  with  their,
21,10.03572426,the  potential  drawbacks,
21,6.787065264,it  helps  to,
21,6.858394344,be  hard  to,
21,6.293008967,people  can  be,
21,8.764548705,students  to  participate,
21,13.95246864,to  save  money,
21,9.343853723,time  and  effort,
21,3.138791901,of  the  time,
21,8.324585708,on  the  task,
21,12.89451777,create  an  environment,
21,4.802790443,to  get  to,
21,9.050797328,having  access  to,
21,8.290315806,effect  on  the,
21,9.192474691,their  own  time,
21,7.227843891,that  may  have,
21,12.42811241,same  level  of,
21,10.98120678,during  this  time,
21,11.71740572,to  stay  active,
21,12.00626852,staying  true  to,
21,7.364557943,as  they  are,
21,10.87420055,as  a  whole,
21,12.47259173,a  negative  effect,
21,11.93801784,changed  the  way,
21,11.47465516,   also  known,
21,10.83094394,impact  on  people,
21,7.957798306,to  improve  their,
21,12.52812944,for  personal  growth,
21,11.03700985,have  a  profound,
21,10.88143281,students  may  find,
21,11.27477559,negative  attitude  can,
21,7.231560756,more  about  the,
21,7.739978564,i  need  to,
21,11.34052489,this  could  lead,
21,12.23621538,at  an  early,
21,11.84269248,their  own  home,
21,12.56125899,making  your  own,
21,11.49603862,use  of  cell,
21,7.652078668,in  the  modern,
21,11.9063588,school  day  would,
21,12.64131096,variety  of  reasons,
21,7.288189582,a  role  in,
21,5.107875825,the  decision  of,
21,7.382573226,students  to  develop,
21,5.092662731,of  the  best,
20,8.439616552,be  allowed  to,
20,8.857782761,students  would  have,
20,7.755879985,the  convenience  of,
20,11.13973254,a  negative  impact,
20,5.861784456,is  able  to,
20,4.220445388,to  provide  a,
20,10.17725155,it  also  helps,
20,11.05165009,pursue  a  career,
20,8.191439693,but  they  can,
20,14.99560533,outside  the  box,
20,5.143727483,to  learn  in,
20,12.29905226,make  you  something,
20,12.30958868,go  a  long,
20,4.320651139,and  it  s,
20,8.795759358,a  long  time,
20,4.343887208,can  make  the,
20,7.318666914,of  accomplishment  and,
20,8.890145785,it  more  difficult,
20,3.761409852,people  in  the,
20,8.663483432,in  the  arts,
20,5.355457688,of  life  it,
20,13.13866061,those  around  you,
20,13.24880231,should  be  allowed,
20,10.19701775,due  to  its,
20,10.51358301,the  best  possible,
20,13.51346765,a  key  factor,
20,10.36096016,make  our  own,
20,12.38620771,example  if  you,
20,6.182356742,in  the  right,
20,13.39957884,look  forward  to,
20,8.340252247,have  their  own,
20,8.720081724,school  day  is,
20,16.09121814,missing  out  on,
20,11.70457607,the  same  level,
20,10.41065177,has  made  it,
20,6.932164948,a  group  is,
20,10.41616612,in  front  of,
20,11.0040205,taking  a  break,
20,6.173975009,that  can  make,
20,4.505604052,to  success  is,
20,7.263873802,to  do  this,
20,12.34936995,significant  amount  of,
20,9.024747861,i  plan  to,
20,18.28774972,be  traced  back,
20,6.938962198,that  students  may,
20,7.631291655,from  around  the,
20,7.955328709,and  strive  for,
20,16.16109407,never  give  up,
20,11.46678584,individuals  who  have,
20,17.69402339,vary  depending  on,
20,11.19903945,having  a  curfew,
20,6.964546306,that  can  lead,
20,4.667483112,to  make  it,
20,9.658582783,the  formation  of,
20,8.490199757,that  contribute  to,
20,13.47845852,made  it  easier,
20,6.01383789,us  with  a,
20,8.521881964,each  other  and,
20,16.90847764,an  increasingly  popular,
20,8.624983438,is  indeed  a,
20,8.539237495,is  necessary  for,
20,7.587654088,way  to  make,
20,7.35518794,to  achieve  their,
20,9.404482651,help  to  reduce,
20,14.33874957,more  informed  decisions,
20,8.111371798,that  i  was,
20,7.478854303,for  their  own,
20,7.354117335,us  to  take,
20,8.106942225,to  achieve  our,
20,5.12148817,hours  to  the,
20,6.696873419,up  with  a,
20,10.07609082,if  you  are,
20,6.618599819,to  make  you,
20,6.021541196,up  with  the,
20,11.24853325,advantages  such  as,
20,11.58954523,also  benefit  from,
20,12.18078427,may  not  always,
20,8.93527325,to  take  part,
20,8.012219738,the  size  of,
20,5.619902315,the  advice  of,
20,12.65081725,manage  their  time,
20,9.575102512,the  extended  school,
20,4.133619512,and  having  a,
20,8.589211692,to  an  increase,
20,10.80857929,should  strive  to,
20,10.82644841,could  be  beneficial,
20,7.815769917,to  relax  and,
20,9.563978264,can  be  invaluable,
20,8.595525466,an  effort  to,
20,9.836593664,great  opportunity  to,
20,12.61957871,a  process  called,
20,7.037930485,   it  was,
20,3.869067565,them  in  the,
20,12.57028063,different  types  of,
20,6.121630067,and  drawbacks  of,
20,7.439957342,and  engage  in,
20,10.08906077,may  find  it,
20,6.71313382,activities  that  can,
20,15.93698922,you  something  else,
20,8.116055549,the  context  of,
20,15.52269457,and  video  conferencing,
20,8.824592735,the  availability  of,
19,10.08462708,have  an  impact,
19,16.14176941,traced  back  to,
19,12.06427038,an  array  of,
19,6.043564807,as  a  learning,
19,11.90161206,is  determined  by,
19,8.949752621,ability  to  make,
19,2.218520061,it  is  to,
19,13.74111386,when  working  alone,
19,13.74633817,something  else  is,
19,8.500796322,be  used  for,
19,10.25641865,look  at  the,
19,14.09302056,participate  in  sports,
19,6.353256656,the  needs  of,
19,16.80169523,do  something  beyond,
19,13.79101575,a  profound  impact,
19,9.963817199,in  conclusion  there,
19,11.07187359,a  physical  classroom,
19,8.661784439,new  skills  and,
19,9.958014278,the  four  day,
19,10.35197272,variety  of  activities,
19,4.666886682,in  a  positive,
19,18.04355801,improved  academic  performance,
19,10.32604666,depends  on  the,
19,7.530846123,can  have  many,
19,17.01097845,setting  our  aim,
19,11.28936402,effect  on  our,
19,2.382305799,students  in  the,
19,7.34221576,the  way  people,
19,7.910292599,they  are  more,
19,0.893105155,to  be  the,
19,14.65217682,overall  well  being,
19,9.944848854,work  at  their,
19,10.28221164,making  a  good,
19,8.608296433,to  engage  with,
19,11.91389943,their  own  unique,
19,13.80551115,key  factor  in,
19,8.039412601,there  is  also,
19,8.386159785,it  is  necessary,
19,5.900833332,a  group  of,
19,7.859129869,the  capacity  to,
19,8.672546378,the  extra  time,
19,12.2975792,people  around  us,
19,5.465472015,it  was  a,
19,6.768294155,of  the  states,
19,9.795373237,classes  in  person,
19,9.848460697,make  decisions  that,
19,9.373626229,able  to  learn,
19,7.879628665,in  their  academic,
19,13.90440224,person  s  character,
19,7.785877962,with  more  time,
19,7.795079786,in  ways  that,
19,6.694338443,time  for  students,
19,14.2521674,a  wide  variety,
19,11.6285868,great  opportunity  for,
19,5.443888071,of  technology  in,
19,14.22998219,wide  variety  of,
19,6.705575015,be  a  difficult,
19,14.91855319,its  own  set,
19,7.542260237,to  work  at,
19,4.580494067,in  the  way,
19,6.790480789,can  gain  a,
19,10.0883712,the  potential  risks,
19,7.450926665,one  of  my,
19,8.963854539,in  setting  our,
19,7.319956628,in  a  team,
19,11.61165975,who  do  not,
19,5.315465238,students  to  make,
19,9.828300216,can  be  very,
19,11.87288318,and  long  term,
19,8.390749243,gives  students  the,
19,9.4824823,something  new  and,
19,9.483728719,there  could  be,
19,5.264505085,us  with  the,
19,12.31296845,a  much  needed,
19,4.964178218,the  classroom  and,
19,9.363310909,difficult  to  stay,
19,11.57709223,attending  classes  in,
19,17.37859645,our  aim  too,
19,7.89220123,way  for  students,
19,12.29755458,a  significant  amount,
19,6.501577864,compared  to  the,
19,5.576859429,for  students  as,
19,12.89975539,to  graduate  early,
19,10.52176129,face  of  failure,
19,8.087709921,to  take  classes,
19,7.08273989,that  failure  can,
19,12.63565514,can  be  traced,
19,12.74473869,make  better  decisions,
19,10.99796781,seen  as  an,
19,7.048780373,allows  for  a,
19,12.51336448,to  think  outside,
19,8.267133719,when  they  are,
19,7.733632619,hour  and  a,
19,9.591020111,both  advantages  and,
19,12.89021538,not  only  do,
19,11.98769954,throughout  the  year,
19,9.603352761,are  also  some,
19,8.073540625,in  an  online,
19,7.177487783,that  could  be,
19,11.70519404,provide  an  opportunity,
19,15.38106052,by  two  hours,
19,12.76472663,i  have  learned,
19,13.20427261,graduating  early  can,
19,15.54132189,profound  impact  on,
19,9.25723981,to  be  mindful,
19,7.232240329,by  taking  the,
19,11.79197713,variety  of  factors,
19,11.75468341,a  traditional  classroom,
19,7.962644328,for  those  with,
19,12.8632341,other  hand  working,
19,10.51533118,taking  risks  and,
19,15.39237409,evidence  to  suggest,
19,4.236386264,and  provide  a,
19,5.022027603,to  reach  the,
19,5.411176632,of  the  process,
19,7.07657457,as  such  it,
19,9.153947848,the  introduction  of,
19,9.651334048,the  same  way,
19,9.616825303,can  help  create,
19,11.73297523,taking  classes  from,
19,7.640733693,can  use  their,
19,7.221456712,teachers  and  students,
19,5.008774473,or  not  to,
19,10.60768727,and  personal  growth,
19,12.39737701,take  responsibility  for,
19,8.807032083,attitude  in  life,
19,12.55258723,technology  has  become,
19,5.887504186,that  students  have,
19,1.548517087,to  have  the,
19,7.223338438,result  in  a,
19,18.91783119,become  increasingly  popular,
19,10.56991671,this  is  especially,
19,9.093339261,more  opportunities  for,
19,12.52426925,think  outside  the,
19,8.104177036,for  example  students,
19,10.77190061,they  do  not,
19,10.75925676,both  pros  and,
19,10.39357182,firstly     it,
19,4.708470887,experience  in  the,
19,10.39115896,a  multitude  of,
19,7.747044374,students  can  use,
19,15.86719198,technology  has  enabled,
19,9.643419638,that  has  been,
19,13.13617394,getting  to  know,
18,7.603876891,the  rewards  of,
18,12.955758,who  are  looking,
18,11.80178206,into  account  the,
18,12.23784434,time  away  from,
18,10.88078657,be  an  invaluable,
18,14.14119465,a  step  back,
18,4.534525921,that  students  can,
18,5.796295371,and  lack  of,
18,4.162355661,of  this  is,
18,15.88356418,feelings  of  isolation,
18,12.98218959,make  more  informed,
18,14.17956259,stay  in  touch,
18,11.4872633,can  be  applied,
18,5.555101945,they  have  a,
18,7.866597126,it  can  give,
18,7.181034155,their  understanding  of,
18,7.064957269,them  to  take,
18,8.069831244,them  to  stay,
18,9.589979141,to  make  mistakes,
18,5.131152046,to  make  their,
18,12.1692952,after  school  activities,
18,6.561507929,a  complex  and,
18,6.19688037,would  have  to,
18,6.215376686,with  the  world,
18,14.63102588,"do  ""nt""  have",
18,12.71782309,often  seen  as,
18,8.052322355,opportunity  to  make,
18,12.70913328,(  )  and,
18,9.184139211,if  a  student,
18,7.40030021,it  should  be,
18,12.14895058,because  it  allows,
18,11.28038954,will  help  them,
18,8.588263685,a  student  who,
18,9.567982271,we  want  to,
18,8.842625941,is  a  crucial,
18,7.1434542,students  teachers  and,
18,7.396181742,it  s  not,
18,8.031129456,in  my  life,
18,7.149343031,more  opportunities  to,
18,16.36375436,peace  of  mind,
18,14.52603708,some  potential  drawbacks,
18,9.552050034,of  being  able,
18,8.071335345,in  a  safe,
18,9.845756922,conclusion  having  a,
18,2.99543616,of  time  and,
18,10.70489547,can  help  reduce,
18,9.166618195,that  i  had,
18,3.509208648,this  is  the,
18,6.657070058,students  to  stay,
18,9.485227482,knowledge  and  understanding,
18,6.261957321,the  feeling  of,
18,14.38655964,studies  have  found,
18,7.082724665,students  to  gain,
18,6.017361703,to  see  the,
18,10.02230916,overwhelmed  by  the,
18,10.02127329,depend  on  the,
18,10.01737571,also  be  used,
18,8.075945336,the  question  of,
18,8.900851229,help  to  build,
18,10.00355667,who  may  not,
18,9.210019404,to  become  successful,
18,8.938116255,experience  and  knowledge,
18,5.5224097,their  work  and,
18,4.590775929,and  there  is,
18,11.18070625,peers  and  teachers,
18,9.706769224,when  considering  the,
18,7.877072995,other  hand  the,
18,5.411893547,the  motivation  to,
18,9.766377777,enough  time  to,
18,7.028463542,hand  it  can,
18,11.44248008,conclusion  there  are,
18,10.23610247,a  career  early,
18,5.104196195,help  students  to,
18,8.720686139,is  the  greatest,
18,13.81630407,a  crucial  role,
18,10.30042441,years  of  high,
18,16.19603829,trying  something  new,
18,10.47949432,open  up  a,
18,12.4119761,we  interact  with,
18,13.26852298,higher  levels  of,
18,8.232549912,allows  people  to,
18,9.287485587,way  to  get,
18,6.796234249,related  to  the,
18,7.268623814,the  difference  in,
18,4.484916026,a  person  to,
18,8.861683682,to  work  hard,
18,9.282864537,and  i  am,
18,3.663917172,to  the  student,
18,3.244143019,and  take  the,
18,7.456967954,they  can  help,
18,10.42486042,a  positive  effect,
18,12.01864905,and  social  media,
18,8.361075621,be  easy  to,
18,13.35610851,world  around  them,
18,11.96465297,over  the  past,
18,6.825913897,put  in  the,
18,7.290437191,students  to  explore,
18,16.0015879,to  ask  questions,
18,7.780490919,so  it  is,
18,5.104196195,to  help  students,
18,9.33970197,to  be  idle,
18,12.45341691,reduce  the  risk,
18,9.684527222,the  best  decision,
18,6.267357628,on  the  world,
18,15.23375618,seeking  advice  from,
18,8.979229611,a  group  has,
18,13.13969821,take  away  from,
18,5.053206902,to  the  lack,
18,6.921617189,side  of  the,
18,10.54765185,areas  of  life,
18,8.182613194,early  can  be,
18,5.977520987,and  disadvantages  to,
18,7.000525204,for  a  long,
18,7.441100186,   it  would,
18,12.52691618,hand  technology  has,
18,10.32837942,take  a  break,
18,7.671076112,success  is  not,
18,6.300486328,during  the   ,
18,7.570019515,of  purpose  and,
18,10.35326714,can  help  build,
18,7.573825367,to  talk  to,
18,15.48707413,an  open  mind,
18,13.92445041,explore  their  interests,
18,11.44743317,i  have  found,
18,10.18282995,other  people  s,
18,6.792117879,activities  can  be,
18,7.310689817,most  of  their,
18,11.13429478,school  week  with,
18,1.980098878,in     the,
18,11.3686362,would  have  been,
18,9.497653687,they  want  to,
18,6.789311655,failure  as  a,
18,11.36934622,find  it  difficult,
17,6.487094143,for  example  in,
