,Phrase,Count,PMI
294,make our own decisions,17,19.920027126576507
293,with those around us,14,19.922063835623682
292,danger for most of,10,19.932241630421565
291,emphasizes the importance of,12,19.934557970500627
290,a great deal of,21,19.93965647317321
289,revolutionized the way we,11,19.94304471468505
288,a sense of belonging,12,19.94593939740323
287,should not be taken,10,19.9497306964617
286,early from high school,11,19.95282889944224
285,is an essential part,36,19.973051684280115
284,world that is constantly,23,19.981154324032772
283,one s own decisions,16,19.991740019043434
282,is constantly trying to,24,19.995370681515404
281,for example if someone,11,19.999989903436827
280,focus on their studies,15,20.005321062227914
279,both positive and negative,60,20.0193733506528
278,often referred to as,11,20.02622450616672
277,a powerful tool for,14,20.03363915496319
276,the school board should,10,20.045398043349792
275,the pros and cons,103,20.07145375595094
274,that must be considered,12,20.08405921708608
273,relationships with their peers,15,20.0843922302398
272,stay true to ourselves,10,20.094546472073127
271,in the long run,77,20.096018407555157
270,can be extremely beneficial,12,20.11337632548004
269,having a positive outlook,22,20.1140470841912
268,cell phones in school,11,20.120562657086673
267,us to stay connected,11,20.14223620900723
266,one hand technology has,11,20.159344901367618
265,cell phones can be,20,20.159759395750797
264,if we are always,14,20.169936907641066
263,"factors firstly , it",11,20.17321447923088
262,its own set of,19,20.175235019172106
261,those who do not,10,20.180158127008823
260,have a profound impact,10,20.185038030155788
259,"yes , there are",13,20.19038602389371
258,not fatal it is,34,20.19881010287213
257,is not fatal it,34,20.19881010287213
256,never to be idle,14,20.209735300455577
255,students and teachers alike,12,20.21949983257506
254,stay on top of,21,20.260490347923486
253,however there are some,28,20.288602019063077
252,having a good attitude,35,20.293924713409254
251,more important than knowledge,17,20.31952685521688
250,a huge impact on,11,20.342033159359616
249,other hand there are,40,20.36698134000413
248,to try something new,10,20.36925545442073
247,positive attitude is essential,34,20.371799083053617
246,the task at hand,28,20.38700110524109
245,not only does it,17,20.399282541983155
244,hour and a half,19,20.41007079212605
243,pros and cons of,83,20.41313967247494
242,graduating high school in,30,20.420578838788494
241,this is especially true,13,20.427454263307922
240,potential advantages and disadvantages,12,20.456856543902134
239,positive and negative effects,22,20.458160659374073
238,in today s world,26,20.48438738821607
237,making our own decisions,14,20.503328492927736
236,can not be overstated,13,20.51284570778924
235,a four day school,76,20.521390841754943
234,four years of high,12,20.525917433009205
233,take into account the,15,20.542456346561394
232,'s important to note,28,20.58192540718794
231,take the necessary steps,10,20.62335217478205
230,to take into account,16,20.624660974613995
229,a detrimental effect on,12,20.632423105528837
228,day school week with,18,20.645988190265236
227,older and younger students,25,20.653716052311047
226,activities such as sports,12,20.684307098294163
225,be attributed to several,34,20.686182781148453
224,studies have found that,17,20.737720093008924
223,hard work and determination,14,20.74936960834966
222,be a powerful tool,20,20.754198339436883
221,are a few reasons,33,20.759001163385584
220,a wider range of,14,20.781245459747936
219,stay in touch with,14,20.79418475826388
218,have a detrimental effect,11,20.79774073860324
217,there are some drawbacks,13,20.818568495192515
216,courage to continue that,35,20.819844963810333
215,a profound impact on,19,20.820188933553744
214,integral part of our,12,20.821220680672134
213,gain a better understanding,33,20.84660770930605
212,can help reduce stress,10,20.84849387114329
211,be done if we,14,20.852415300720594
210,guidance from experts and,17,20.854790727653914
209,experts and authorities can,10,20.86426308872643
208,else is the greatest,17,20.86513627690094
207,attending classes in person,15,20.89514624429495
206,learn from one another,10,20.907499754015554
205,even when faced with,11,20.916205483435846
204,a three year high,10,20.95533882345761
203,before making a decision,32,20.978823159281085
202,an act of kindness,12,20.985607924902133
201,is the greatest accomplishment,18,20.99376861852584
200,a four day week,10,21.022077259299216
199,learn from each other,16,21.031494955911114
198,technology has revolutionized the,16,21.034726936390705
197,being true to oneself,13,21.056901850680404
196,various factors such as,10,21.066924030932057
195,has revolutionized the way,19,21.072407458359926
194,may be done if,14,21.077680663678642
193,high school in three,56,21.082883428042813
192,are some potential drawbacks,12,21.14265109618549
191,a wide range of,38,21.18228968694728
190,personal growth and development,14,21.187954805663026
189,relationships with those around,11,21.204599367236874
188,through a process called,11,21.224486364703957
187,acts of kindness can,18,21.233464708192763
186,day school week has,10,21.233879657914144
185,i am writing to,12,21.253701955750643
184,it is wonderful how,13,21.254124967185263
183,both advantages and disadvantages,18,21.26100903392139
182,try to do something,15,21.287299858503935
181,having a positive attitude,249,21.316792167133826
180,save time and money,12,21.33690999093296
179,there are both pros,12,21.35516032150815
178,a negative first impression,13,21.357492716558802
177,a traditional classroom setting,10,21.36832394770238
176,problem solving skills and,13,21.37622124718076
175,has made it easier,14,21.37696596186246
174,done if we are,14,21.389382044927174
173,to do something beyond,19,21.394325271735717
172,positive outlook on life,22,21.411401485820022
171,setting a good example,28,21.44058779841051
170,factor in achieving success,11,21.446620795176152
169,shorter amount of time,11,21.469356204961613
168,extending the school day,69,21.497087180340074
167,the traditional four year,15,21.514999057803102
166,vary depending on the,12,21.560592608114625
165,finishing high school in,10,21.584965656689377
164,there are several factors,11,21.602688030309885
163,go a long way,20,21.60930628722955
162,learn from our mistakes,18,21.669459293382985
161,has been linked to,14,21.719470458840625
160,our comfort zone and,10,21.72866477808222
159,a profound effect on,15,21.74162187643047
158,and problem solving skills,17,21.763244370290003
157,both younger and older,11,21.766375505083502
156,that is constantly trying,23,21.774962714252432
155,school day by two,17,21.801341399474836
154,here are a few,36,21.815819295385424
153,evidence to suggest that,19,21.82599670423525
152,has its own advantages,10,21.827413468743913
151,mental and physical health,24,21.829157654675505
150,career at a young,79,21.831839035048112
149,most of us lies,10,21.84266563590056
148,is an integral part,15,21.867364213809168
147,a head start on,14,21.876692839872362
146,longer school day could,11,21.946092304565738
145,school in three years,55,21.97017658631654
144,we are always doing,13,21.970734113676514
143,you something else is,18,21.998998992950455
142,both good and bad,15,22.014851815227125
141,constantly trying to make,19,22.0332981639648
140,good first impression is,11,22.034143012921867
139,sense of self worth,11,22.036874765848722
138,amount of time spent,15,22.040803899208285
137,should be taken into,14,22.061169216237175
136,hard work and dedication,46,22.111468141712557
135,advice from multiple people,10,22.177309594065697
134,an extended school day,23,22.198752314186336
133,much may be done,14,22.20112176468603
132,making your own decisions,19,22.210401303401277
131,an integral part of,37,22.212595949823594
130,graduating from high school,25,22.22689068306434
129,has become an increasingly,14,22.254688772607246
128,are almost impossible to,10,22.27238717261215
127,before making a final,10,22.295662377495653
126,a good first impression,26,22.34000528982996
125,use of cell phones,21,22.345313390934137
124,stay focused and motivated,12,22.374070544592485
123,both pros and cons,19,22.427959287407568
122,take a step back,11,22.434409958233935
121,of our comfort zone,11,22.440278633957504
120,an after school homework,21,22.453848994883238
119,taking classes from home,19,22.485047844108394
118,inevitable part of life,10,22.517220857129878
117,on the plus side,12,22.517388109549458
116,such as problem solving,10,22.527450921626148
115,students may miss out,11,22.5362726692451
114,there are several reasons,13,22.548640050929365
113,distance learning has become,16,22.55861119135546
112,make more informed decisions,16,22.605796807941616
109,final failure is not,34,22.633574571429556
110,is not final failure,34,22.633574571429556
111,not final failure is,34,22.633574571429556
108,to failure without loss,26,22.64018720931616
107,beyond what you have,25,22.648094190955
106,in setting our aim,19,22.65588956701042
105,lack of social interaction,10,22.678503396618105
104,growing up i was,10,22.752095758031757
103,pros and cons before,12,22.758610657894287
102,participate in extracurricular activities,17,22.805809759011574
101,be traced back to,19,22.806379175630767
100,a three year program,10,22.86177351922322
99,what you have already,27,22.863076467382648
98,willingness to take risks,10,22.869421208978906
97,can vary depending on,11,22.876572859165705
96,to continue that counts,35,22.884800405651106
95,interact with one another,11,22.91632500273429
94,physical and mental health,51,22.91662049592584
93,implementing a four day,12,22.93805095967017
92,aim too high and,10,22.9762586896561
91,years instead of four,21,22.98352631603968
90,has become an integral,11,22.983581066237775
89,may miss out on,17,23.09194774148446
88,studies have shown that,62,23.130774394958053
87,i am confident that,13,23.13617116912797
86,four days a week,11,23.142385167786628
85,famously said is not,11,23.173437815031456
84,too low and achieving,11,23.22954344411145
83,graduating in three years,10,23.230967298010874
82,on the flip side,12,23.23728019035672
81,failure without loss of,25,23.247655469648954
80,participating in extracurricular activities,15,23.31780898817751
79,play an important role,12,23.31798310682847
78,at an early age,21,23.33807019976824
77,face to face interaction,24,23.39108434945186
76,failure is not fatal,35,23.4328244438501
75,too high and falling,10,23.455426526354664
74,in a timely manner,10,23.48402331219002
73,an informed decision about,12,23.495352608458987
72,research has shown that,34,23.584214674659826
71,other hand working alone,14,23.58840994556047
70,use their cell phones,15,23.598423392160022
69,from experts and authorities,22,23.67097802973167
68,four year high school,16,23.682936616978083
67,can open many doors,10,23.739812881722848
66,make an informed decision,33,23.76695442731618
65,drama and art classes,10,23.779025174823772
64,success consists of going,12,23.827101379049658
63,must be taken into,19,23.83170722157594
62,three years instead of,26,23.851300023593986
61,consists of going from,23,23.88732816111463
60,at a young age,109,23.91381947662382
59,said is not final,17,23.955502666316917
58,attributed to several factors,22,23.961680346602016
57,cell phone use in,15,24.122584969600354
56,in three years instead,24,24.12405209409436
55,at their own pace,46,24.124619526545175
54,three year high school,16,24.24258802917005
53,can be traced back,19,24.258795085104573
52,graduating high school early,15,24.294297180725245
51,first impressions are incredibly,10,24.301538828850262
50,a few reasons firstly,12,24.30236275963997
49,"various factors , including",19,24.396335447089655
48,do n t have,23,24.474190495180636
47,make you something else,20,24.52596455612248
46,year high school program,18,24.53690389284956
45,they do n t,15,24.539382619007156
44,continue that counts this,13,24.600660020056026
43,a few reasons why,27,24.60087196714369
42,"several factors firstly ,",11,24.642942620043137
41,online and video conferencing,12,24.668170608345783
40,day by two hours,17,24.732289262374216
39,you do n t,14,24.76862509561215
38,high and falling short,10,24.82125105115483
37,you will never grow,14,24.844040817323695
36,attending classes from home,26,24.851023298337914
35,no matter how difficult,10,24.891875897028413
34,without loss of enthusiasm,25,25.0273255147694
33,something beyond what you,19,25.205226291665298
32,greater danger for most,10,25.395301759625745
31,become an integral part,17,25.431135079277723
30,is wonderful how much,13,25.435539293715365
29,hustle and bustle of,10,25.569887808625445
28,no matter how hard,10,25.5865423171753
27,become an increasingly popular,11,25.64319264385039
26,be taken into consideration,22,25.719672181976307
25,"few reasons firstly ,",12,25.800820648196186
24,have already mastered you,14,25.804428694830982
23,be taken into account,20,25.88172894008528
22,four day work week,26,26.01201337214431
21,aim too low and,10,26.08023061807188
20,depends on various factors,10,26.09240793904747
19,almost impossible to change,11,26.274164047172334
18,think outside the box,19,26.382314232473618
17,music drama and art,10,26.396030144949066
16,has become increasingly popular,10,26.40491239365359
15,you have already mastered,24,26.582036273494538
14,do something beyond what,18,26.624140142268658
13,four day school week,91,26.81712110521036
12,no matter how small,12,26.839839711643812
11,small acts of kindness,24,27.018153342868004
10,after school homework clubs,10,27.06283149263774
9,here 's a simplified,10,27.150397128854316
8,mastered you will never,13,27.19350390806693
7,wonderful how much may,13,27.51900556476894
6,an increasingly popular option,12,27.84021456830522
5,already mastered you will,14,27.84046919082902
4,after school homework club,34,27.850734052029168
3,and early 20th centuries,11,27.86081450545427
2,setting our aim too,19,27.91823640504205
1,seeking guidance from experts,18,28.16649762788549
0,our aim too low,10,29.14463206337057
0,it  is  important,788,11.326107348004584
1,is  important  to,694,9.355930791394025
2,on  the  other,512,10.086778234027058
3,in  order  to,512,10.1316326475704
4,the  other  hand,496,12.661344303781782
5,a  positive  attitude,493,13.236384206396783
6,can  lead  to,443,9.59278852249284
7,can  be  a,337,7.1695305557656965
8,as  well  as,327,12.951211026371595
9,it  can  be,304,8.121532877650402
10,when  it  comes,302,13.887741625520285
11,it  comes  to,298,10.42979395727221
12,having  a  positive,285,11.994716026336633
13,the  opportunity  to,284,8.046703956978362
14,a  sense  of,282,9.744362883166607
15,the  importance  of,281,9.72785642408614
16,one  of  the,271,7.069690805643376
17,a  variety  of,259,10.271586385886655
18,for  students  to,228,6.77007616514662
19,can  have  a,186,6.9674965178327
20,in  the  classroom,186,9.217749135257511
21,in  a  group,181,9.540980993972385
22,pros  and  cons,174,16.22436190851654
23,can  also  be,170,8.95665532664568
24,working  in  a,169,8.620754019088537
25,the  ability  to,166,8.091424023178782
26,be  able  to,166,9.365492700443092
27,it  can  also,166,8.637240681318353
28,it  s  important,165,11.008566783590863
29,   it  is,159,7.468170391119209
30,s  important  to,157,9.149948728504237
31,of  the  most,153,8.00646881701806
32,the  school  day,153,10.045063425818212
33,can  help  to,151,7.116192545099139
34,can  be  beneficial,150,10.73146008958323
35,important  to  consider,150,11.412832131171156
36,positive  attitude  can,143,12.21699061616161
37,   such  as,143,10.386296692424672
38,the  amount  of,142,8.855145655012699
39,due  to  the,141,7.706359588180142
40,to  ensure  that,141,9.58084150860089
41,can  be  difficult,139,10.34276748328648
42,important  to  note,137,12.826930584981625
43,to  note  that,136,10.923890939293578
44,a  great  way,134,12.65032039918519
45,more  likely  to,133,11.15750591778857
46,is  essential  to,132,8.693690086222851
47,lead  to  a,130,7.057814537601928
48,are  able  to,128,9.52742001330276
49,an  opportunity  to,128,9.807279367250963
50,the  time  to,127,5.071107376583932
51,understanding  of  the,126,7.596705235898078
52,the  potential  to,126,6.137271166807388
53,is  an  important,126,9.815646168431847
54,that  can  be,125,6.893465636537634
55,a  young  age,125,15.084411297664776
56,a  student  s,124,10.68309256815487
57,in  terms  of,123,10.54948670128833
58,to  remember  that,122,10.242744476820016
59,advantages  and  disadvantages,121,14.611333908457503
60,can  help  us,120,10.843495856187351
61,great  way  to,119,11.792811971925907
62,important  to  remember,119,12.099295306542937
63,a  four  day,119,13.28023675114899
64,positive  attitude  is,113,12.046265155029758
65,it  is  also,112,8.238523085260383
66,to  consider  the,112,7.268810157692719
67,a  combination  of,111,10.110796214218643
68,be  difficult  to,111,8.565826367439271
69,to  make  a,109,6.013059752050104
70,at  a  young,109,12.811964658121454
71,allowing  students  to,109,9.613720761494918
72,to  make  the,109,5.337727528279515
73,the  use  of,109,6.980942542882126
74,to  focus  on,108,9.714912631165127
75,it  is  clear,108,11.429583756848558
76,can  be  an,108,7.762803582753996
77,it  is  essential,107,10.177679542997986
78,success  in  life,107,10.376309277524731
79,allows  us  to,107,11.048906581725433
80,it  is  not,105,8.002313217515123
81,a  person  s,105,10.58880840612774
82,could  lead  to,105,10.517750068788416
83,day  school  week,104,16.199310661737545
84,may  not  be,104,10.357036829580217
85,can  also  help,104,10.038803139948756
86,hard  work  and,103,11.468200664424913
87,the  pros  and,103,8.402751231287027
88,part  of  the,102,7.549648411837296
89,amount  of  time,101,11.861930020662257
90,provide  students  with,100,10.749597986321191
91,a  lack  of,100,8.866522102821072
92,be  a  great,100,9.592979562816405
93,is  clear  that,99,11.358128862433432
94,to  a  career,99,6.7695346686860844
95,a  lot  of,98,10.267615663084072
96,while  it  is,98,8.95088149338224
97,there  is  no,96,12.505415915235062
98,is  essential  for,96,10.100252186210618
99,allowing  them  to,95,10.82815323025558
100,is  important  for,95,8.352988265771778
101,should  not  be,94,11.315522622931503
102,activities  such  as,94,12.131823422198416
103,are  a  few,93,10.980683375922853
104,do  n  t,93,19.169765648060796
105,can  be  used,92,10.36285295573849
106,such  as  the,92,7.576197199376487
107,those  around  us,91,15.645311308538304
108,four  day  school,91,15.502390928639551
109,it  can  help,91,8.172499035705194
110,was  able  to,90,10.592424412336491
111,there  are  also,90,11.27090183539454
112,more  time  to,90,7.645241339243554
113,in  the  future,90,7.848515325591791
114,in  the  long,89,7.817288767838306
115,the  power  of,88,8.455462118543139
116,to  have  a,88,4.435353415888159
117,the  courage  to,88,8.342713519213902
118,there  are  a,87,8.447653618989449
119,for  students  who,87,9.629143936250928
120,a  number  of,86,9.275313095849585
121,a  career  at,86,11.000820902391736
122,on  the  one,85,7.169424058979615
123,the  face  of,85,7.71501872902018
124,one  s  own,84,12.590525223443464
125,the  one  hand,84,9.772720304988532
126,in  the  face,84,8.086174503581553
127,are  more  likely,84,13.103487379541718
128,on  one  hand,83,12.181080684469386
129,and  cons  of,83,8.767398296254335
130,the  benefits  of,83,6.737404238955918
131,it  is  possible,83,10.500993373223608
132,in  three  years,82,14.658324536939649
133,to  participate  in,82,9.27316506587227
134,may  not  have,82,10.66956104819804
135,being  able  to,82,11.07562524818954
136,to  create  a,81,7.0794901219073765
137,i  believe  that,81,12.615966562953616
138,in  high  school,81,10.245271575262656
139,career  at  a,81,10.914406150574266
140,the  development  of,80,7.987387885025235
141,have  access  to,80,9.234579836819272
142,positive  and  negative,79,11.017650141925207
143,there  is  a,79,7.320927219547407
144,however  there  are,79,12.468787783554134
145,can  provide  a,78,7.6363354219013075
146,that  it  is,78,6.096987343432595
147,in  the  world,78,6.998572774721872
148,there  are  several,77,13.84190439427086
149,there  are  many,77,12.126077567162802
150,it  is  a,77,4.923616087973542
151,the  long  run,77,14.451107291174653
152,a  positive  outlook,77,12.855552141201931
153,the  lack  of,76,7.795261202719345
154,better  understanding  of,76,11.593718620953986
155,this  can  be,76,7.479319201126749
156,a  better  understanding,76,11.615903832364287
157,at  the  same,76,11.3786245813045
158,physical  and  mental,76,12.905882302925992
159,be  attributed  to,75,10.978263860088257
160,however  it  is,75,9.04594515001083
161,opportunity  to  learn,75,11.322095928131104
162,there  are  some,75,12.27090183539454
163,in  recent  years,74,15.344488693471636
164,has  the  potential,74,9.189895188605703
165,   there  are,74,9.712621377325888
166,to  learn  and,74,6.068913133434748
167,with  the  right,73,9.382534334861267
168,is  a  great,73,8.688351024357864
169,but  it  is,73,8.605964512850463
170,that  can  help,73,7.908604942055241
171,can  be  attributed,73,12.391685637946203
172,also  important  to,73,7.946156291024231
173,as  a  result,73,10.504700171006206
174,is  also  important,72,9.547639556291683
175,the  same  time,72,10.37546874896138
176,around  the  world,72,11.445352803402391
177,the  chance  to,72,7.715038166124337
178,need  to  be,72,8.38550565959617
179,when  faced  with,72,13.80341930446806
180,high  school  students,71,11.511786912888487
181,be  used  to,71,8.536622209712355
182,committing  to  a,70,9.541348477939216
183,with  a  positive,70,7.880523314409103
184,first  impressions  are,70,15.277001058830368
185,be  beneficial  in,70,9.231789583177983
186,it  is  the,70,4.110780340453019
187,allows  students  to,70,8.886804455089731
188,however     it,69,9.488962982253632
189,of  the  world,69,6.433465724717479
190,extending  the  school,69,11.985393769233184
191,have  a  positive,69,8.202594211186693
192,high  school  in,69,10.013946029156196
193,the  risk  of,68,8.377823877479507
194,is  that  it,68,5.899047965820685
195,face  to  face,68,12.786512162207655
196,no  matter  how,68,17.927642967541743
197,also  lead  to,67,8.875874530955386
198,students  who  are,67,9.99524238671048
199,can  help  students,66,8.431081222757754
200,in  the  end,66,8.69292720965175
201,family  and  friends,65,12.725048737042478
202,which  can  be,65,8.480541121673127
203,have  shown  that,65,12.463129177077182
204,students  and  teachers,65,8.995897012008442
205,to  learn  from,65,8.913513450989562
206,classes  from  home,64,14.70977365524644
207,can  not  be,63,7.381443850654115
208,allows  them  to,63,10.147562546851312
209,be  beneficial  for,63,9.893499131738524
210,studies  have  shown,63,16.72023539090888
211,can  make  it,62,7.752167236756833
212,the  concept  of,62,8.93176990558515
213,on  their  own,62,9.681671947376516
214,for  example  if,62,12.146436350344509
215,ultimately  it  is,62,9.255434169544516
216,a  chance  to,62,8.174641698839487
217,come  up  with,62,13.572384621990471
218,and  it  is,61,3.991271341305861
219,both  positive  and,61,9.50710320756106
220,important  to  be,61,6.298473183942484
221,school  in  three,61,11.618202743469332
222,the  idea  of,61,7.990054082202697
223,and  mental  health,61,13.059997845970877
224,taking  the  time,61,8.947876663031984
225,the  potential  for,60,6.932875557541053
226,important  part  of,60,10.506671870514488
227,some  of  the,60,5.867750317245523
228,this  can  lead,60,9.85321914275513
229,with  their  peers,60,11.802485900640484
230,friends  and  family,60,12.60957151962254
231,positive  impact  on,60,12.649662298602216
232,in  a  world,60,7.295393375238731
233,therefore  it  is,60,11.134127873322385
234,and  a  half,59,9.304922774459158
235,the  key  to,59,6.73007975099172
236,make  the  most,59,9.964017527420232
237,impact  on  the,59,8.51817157153674
238,benefits  and  drawbacks,59,12.143408340898326
239,to  understand  the,59,6.567055251455415
240,in  the  states,59,8.791238978957644
241,in  extracurricular  activities,59,12.70732107745889
242,first  impressions  can,59,13.873830526245476
243,can  be  seen,58,10.819443864802992
244,the  process  of,58,7.021230113453399
245,is  true  that,58,9.695044840014836
246,they  need  to,58,9.41083706969728
247,be  seen  as,58,11.75877371940851
248,it  is  true,58,9.640968852346113
249,depending  on  the,58,10.846832808465372
250,of  our  lives,58,9.73235274827634
251,is  an  essential,58,10.428504268108137
252,but  it  can,57,8.080063054903839
253,graduating  high  school,57,15.7016671409642
254,is  possible  to,57,8.171927366308992
255,to  the  school,57,3.701502225944459
256,that  we  can,57,7.168175366571987
257,take  advantage  of,57,12.56189907211418
258,a  few  reasons,56,14.320385451848114
259,can  also  lead,56,10.069556172029031
260,to  take  a,56,5.466963707143144
261,of  their  own,56,7.762339200494836
262,and  can  be,56,3.9839851531057775
263,a  group  can,56,8.248624861801112
264,miss  out  on,55,16.488365480239004
265,other  hand  there,55,13.624836444404806
266,an  important  part,55,12.638316505847628
267,the  most  important,55,9.599851880529949
268,it  difficult  to,55,7.267707074077279
269,in  conclusion  it,55,9.136932475132411
270,access  to  a,55,6.652856793156204
271,part  of  life,55,10.667946086824138
272,has  shown  that,55,13.315179994832846
273,   and  the,55,2.6291939698345885
274,a  good  attitude,54,11.853679333580883
275,whether  or  not,54,12.948876847540618
276,for  those  who,54,11.334056401023744
277,take  the  time,54,8.24838884221974
278,have  the  opportunity,53,8.3522689544467
279,can  create  a,53,7.919976483059763
280,when  i  was,53,11.11508302939218
281,students  with  the,53,5.194579868724325
282,allowing  us  to,53,10.123375048460725
283,working  in  groups,53,13.786492899090074
284,be  beneficial  to,53,7.778145944176742
285,aware  of  the,53,8.633940788736439
286,help  us  to,53,8.212109805668227
287,the  consequences  of,53,7.908656999617868
288,i  was  able,53,13.032551984102632
289,conclusion  it  is,52,9.62511422583453
290,"   it  ""s""",52,9.687386274618987
291,in  today  s,52,11.80406578028532
292,to  be  a,52,3.0209495832511166
293,to  strive  for,52,9.243898876089546
294,this  type  of,52,11.628365309113356
295,a  range  of,52,8.628658272722184
296,it  may  be,52,7.826478266632833
297,in  addition  to,52,7.921172586596093
298,failure  is  not,52,10.18070158327344
299,can  be  incredibly,52,11.02639114493192
300,important  to  recognize,51,11.461865385927643
301,a  positive  impact,51,10.664890897823083
302,their  own  pace,51,15.246474773615454
303,can  help  you,51,9.2882464445863
304,allow  students  to,51,9.429946780116254
305,to  be  more,51,5.38856853641304
306,to  stay  focused,51,12.814206427469257
307,is  one  of,51,6.270445152627289
308,a  way  to,51,5.62804304276726
309,for  example  a,50,7.677443414586669
310,for  them  to,50,5.993803525963244
311,important  to  understand,50,10.050826596908465
312,the  lives  of,50,6.374789817389875
313,in  life  it,50,7.065615070630756
314,those  who  are,50,11.965977844485517
315,the  number  of,50,7.817572307151622
316,it  is  often,49,8.304387490338712
317,problem  solving  skills,49,18.607919876820024
318,the  quality  of,49,7.912684064454247
319,the  idea  that,49,8.850967377457032
320,the  world  around,49,10.890137646075289
321,to  connect  with,49,10.512106787131223
322,people  s  lives,49,13.044261540065571
323,making  a  decision,48,11.171555915496931
324,cell  phones  in,48,14.358049198700222
325,can  help  them,48,9.3844107893271
326,the  way  we,48,8.344831708547026
327,which  can  lead,48,10.758072668829278
328,be  aware  of,48,10.552057788824513
329,the  value  of,48,8.562536095919434
330,to  take  on,48,6.994877432948805
331,the  most  of,48,6.334043475046563
332,students  the  opportunity,48,7.990818635820077
333,   which  is,47,8.29444423195035
334,at  their  own,47,11.279899440498871
335,to  engage  in,47,8.582676642190243
336,to  use  their,47,7.494979121840082
337,can  also  have,47,7.757265174326449
338,that  they  are,47,7.976076184970793
339,the  end  of,47,7.814892654050624
340,an  opportunity  for,47,10.227861937553662
341,an  individual  s,47,11.887492750507263
342,hand  there  are,47,11.92997488132832
343,to  take  risks,46,11.177386180484362
344,no  matter  what,46,17.844632128921884
345,in  our  lives,46,9.786162997126093
346,the  effects  of,46,7.453041263054239
347,the  comfort  of,46,8.14537386129205
348,before  making  a,46,11.431446373618428
349,to  a  combination,46,8.175890515226392
350,work  and  dedication,46,11.687034045716024
351,can  be  more,46,6.692121059972372
352,technology  has  had,45,14.181278636190438
353,to  be  successful,45,7.5993457866160625
354,having  a  good,45,11.139602475012758
355,on  the  positive,45,6.619742111809352
356,focus  on  their,45,10.854466842426618
357,outlook  on  life,45,13.73304496659368
358,to  become  a,45,5.744964673702611
359,and  problem  solving,45,13.715250007632186
360,failure  can  be,45,8.557652625819834
361,to  take  the,44,4.443708179952253
362,the  world  and,44,5.210262554451255
363,after  school  homework,44,16.007105844864576
364,due  to  a,44,6.701572078189237
365,distance  learning  can,44,12.05279665750434
366,to  achieve  success,44,10.09010284648174
367,this  is  because,44,10.731297334567891
368,it  can  lead,44,8.047973842307563
369,be  taken  into,44,14.31143011948236
370,students  with  a,44,5.601423256569007
371,to  make  decisions,44,9.218972224418708
372,as  an  opportunity,44,10.658456749967584
373,have  a  negative,44,9.378840261173224
374,can  make  a,44,6.156722955384282
375,in  some  cases,44,13.537939747284412
376,of  one  s,44,7.995640470089938
377,our  own  decisions,43,12.66985370783508
378,essential  part  of,43,11.7582030576567
379,focus  on  the,43,8.397194660042636
380,self  confidence  and,43,11.56419409334535
381,   there  is,43,7.941869114628623
382,the  cost  of,43,8.242087279903764
383,that  it  can,43,5.068882966041095
384,to  make  sure,43,11.276953248541702
385,learn  and  grow,43,12.026048417936565
386,stay  true  to,43,11.21690582409601
387,for  the  future,43,7.596639625969807
388,act  of  kindness,43,15.313052833005877
389,beneficial  for  students,43,9.77940353029696
390,can  result  in,43,9.167854588732787
391,for  people  to,43,5.668554377929986
392,more  time  for,43,8.445646716241043
393,known  as  the,43,9.26598252505292
394,as  it  can,43,5.619636152719245
395,difficult  for  students,43,9.500588541772586
396,to  reach  their,43,8.59204868514665
397,it  easier  to,43,8.663731803730784
398,the  power  to,42,6.72429613398544
399,students  to  take,42,6.874588505380089
400,young  age  can,42,14.277123345145796
401,part  of  a,42,6.944872716415155
402,that  having  a,42,6.955059960306798
403,can  often  be,42,8.198091296307467
404,n  t  have,42,15.51536626269597
405,the  potential  benefits,42,9.677423773925623
406,with  a  group,42,8.765733658513895
407,and  learn  from,42,8.373404517313674
408,factors  such  as,42,12.409556408094955
409,take  part  in,42,11.057943654470511
410,students  may  not,42,9.485834101574142
411,the  freedom  to,42,7.555059277102266
412,personal  growth  and,42,11.75207717625488
413,   but  it,42,8.371769442709727
414,sense  of  accomplishment,42,13.99134439288839
415,to  grow  and,42,6.784875909512806
416,skills  and  knowledge,42,10.185198868851622
417,the  decision  to,42,5.443824035807836
418,an  essential  part,42,13.98143124315036
419,wide  range  of,41,16.013047138251274
420,an  example  of,41,8.424187605510816
421,skills  such  as,41,11.259037049574792
422,in  the  same,41,7.106152050015304
423,a  decrease  in,41,10.05251147037322
424,along  the  way,41,12.706215574756136
425,students  to  use,41,7.40425295531049
426,the  impact  of,41,6.220589168240579
427,school  day  could,41,12.588617638063049
428,attitude  is  essential,41,11.931110249502648
429,attitude  can  help,41,10.159602088412306
430,working  with  a,41,7.90970771627039
431,an  informed  decision,41,15.49113698038262
432,well  as  the,41,7.574775217751146
433,a  negative  attitude,41,11.473831262764342
434,for  example  the,41,6.7158070056594354
435,important  to  take,41,8.064386770973194
436,that  come  with,41,10.074879909507445
437,be  difficult  for,41,8.994956224332313
438,there  can  be,41,7.591474292916565
439,extended  school  day,41,15.5188850168702
440,for  many  students,41,8.835556059036598
441,factors     including,41,14.778202987535654
442,with  friends  and,41,8.722694997287775
443,order  to  make,40,9.397624958270429
444,order  to  achieve,40,11.469657758951165
445,they  may  not,40,10.315800622742335
446,is  up  to,40,6.2474570364395134
447,to  maintain  a,40,7.81838574317198
448,some  students  may,40,10.82157964287032
